avgPktsSize,nAttacks,nDstPorts,nDsts,nFlows,nSYNatt,nSrcPorts,nSrcs,packet_rate,rICMP,rSYN,rSrcDst
2.705521472,49,149,271,326,0,74,109,17.64,0.170068027,0.036281179,0.402214022
4.786458333,30,123,151,192,0,80,119,18.38,0.039173014,0.040261153,0.78807947
2.762057878,44,137,259,311,0,79,120,17.18,0.166472643,0.036088475,0.463320463
5.246445498,55,134,148,211,0,71,113,22.14,0.037940379,0.028003613,0.763513514
4.145348837,85,187,233,344,0,58,109,28.52,0.098176718,0.016129032,0.467811159
5.142857143,75,186,130,238,0,75,108,24.48,0.02124183,0.027777778,0.830769231
4.075949367,78,152,235,316,0,67,102,25.76,0.101708075,0.019409938,0.434042553
3.221621622,30,126,142,185,0,73,111,11.92,0.048657718,0.058724832,0.781690141
3.40433213,44,142,223,277,0,76,109,18.86,0.114528102,0.04135737,0.488789238
4.393939394,48,141,142,198,0,60,91,17.4,0.052873563,0.017241379,0.64084507
3.842105263,68,148,212,285,0,65,96,21.9,0.104109589,0.03196347,0.452830189
4.243243243,31,126,146,185,0,80,122,15.7,0.038216561,0.031847134,0.835616438
3.106451613,40,153,245,310,0,85,113,19.26,0.1298027,0.028037383,0.46122449
3.35443038,31,108,124,158,0,65,95,10.6,0.047169811,0.039622642,0.766129032
2.512915129,31,121,232,271,0,72,108,13.62,0.176211454,0.039647577,0.465517241
9.310344828,91,179,161,261,0,96,127,48.6,0.013168724,0.008230453,0.788819876
3.055921053,47,134,259,304,0,69,102,18.58,0.149623251,0.029063509,0.393822394
4.33,51,147,151,200,0,70,108,17.32,0.086605081,0.024249423,0.715231788
4.682847896,103,174,200,309,0,60,94,28.94,0.08016586,0.020041465,0.47
5.032110092,66,161,144,218,0,68,108,21.94,0.030993619,0.018231541,0.75
3.475644699,75,179,257,349,0,83,122,24.26,0.104699093,0.018961253,0.474708171
3.910614525,46,124,123,179,0,64,100,14,0.041428571,0.03,0.81300813
2.698113208,25,127,269,318,0,82,120,17.16,0.18997669,0.025641026,0.446096654
5.292207792,26,104,125,154,0,67,85,16.3,0.036809816,0.034355828,0.68
2.756272401,46,128,215,279,0,71,88,15.38,0.156046814,0.023407022,0.409302326
4.906122449,83,181,152,245,0,75,114,24.04,0.029950083,0.014143095,0.75
8.801302932,54,153,254,307,0,69,103,54.04,0.044411547,0.008512213,0.405511811
4.242105263,64,142,126,190,0,72,103,16.12,0.033498759,0.034739454,0.817460317
4.07641196,67,160,227,301,0,68,104,24.54,0.097799511,0.006519967,0.45814978
5.05106383,65,167,147,235,0,90,125,23.74,0.031171019,0.027801179,0.850340136
3.302941176,80,150,256,340,0,62,105,22.46,0.149599288,0.026714159,0.41015625
4.885572139,71,151,134,201,0,56,96,19.64,0.030549898,0.020366599,0.71641791
4.327327327,60,149,264,333,0,79,118,28.82,0.106176266,0.012491325,0.446969697
4.763313609,26,102,133,169,0,85,102,16.1,0.031055901,0.027329193,0.766917293
1.913461538,34,117,265,312,0,70,118,11.94,0.281407035,0.028475712,0.445283019
4.191616766,54,123,115,167,0,62,90,14,0.027142857,0.021428571,0.782608696
3.086378738,41,135,255,301,0,60,92,18.58,0.162540366,0.01722282,0.360784314
2.794612795,45,119,248,297,0,58,85,16.6,0.196385542,0.021686747,0.342741935
12.34482759,56,149,250,319,0,72,122,78.76,0.046216353,0.004316912,0.488
10.28424658,103,193,145,292,0,85,138,60.06,0.027306027,0.00999001,0.951724138
2.171361502,53,139,291,426,0,79,192,18.5,0.262702703,0.031351351,0.659793814
5.412751678,104,200,172,298,0,88,125,32.26,0.038437694,0.016738996,0.726744186
2.676470588,62,157,256,408,0,90,193,21.84,0.19047619,0.02014652,0.75390625
3.869565217,30,130,149,207,0,78,135,16.02,0.058676654,0.031210986,0.906040268
2.86038961,32,121,244,308,0,89,119,17.62,0.154370034,0.027241771,0.487704918
2.985074627,24,80,108,134,0,63,82,8,0.0575,0.07,0.759259259
3.979104478,83,188,233,335,0,68,109,26.66,0.096774194,0.016504126,0.467811159
3.308056872,36,138,152,211,0,95,120,13.96,0.054441261,0.028653295,0.789473684
3.016835017,47,132,220,297,0,78,110,17.92,0.141741071,0.022321429,0.5
5.730769231,87,158,121,208,0,71,97,23.84,0.020134228,0.018456376,0.801652893
3.598214286,57,164,253,336,0,85,116,24.18,0.11579818,0.015715467,0.458498024
5.483253589,63,158,138,209,0,64,99,22.92,0.022687609,0.015706806,0.717391304
3.416666667,74,169,268,348,0,80,127,23.78,0.126997477,0.020185029,0.473880597
11.52513966,54,130,121,179,0,71,92,41.26,0.008725158,0.013572467,0.760330579
2.044117647,31,92,237,272,0,69,112,11.12,0.251798561,0.041366906,0.47257384
3.04375,19,108,123,160,0,71,100,9.74,0.071868583,0.055441478,0.81300813
3.909638554,83,183,240,332,0,76,99,25.96,0.097842835,0.019260401,0.4125
3.357954545,27,117,135,176,0,68,109,11.82,0.065989848,0.059221658,0.807407407
4.616099071,64,162,227,323,0,80,101,29.82,0.083836351,0.018108652,0.444933921
3.978609626,45,121,138,187,0,82,112,14.88,0.036290323,0.048387097,0.811594203
5.014619883,81,175,248,342,0,75,105,34.3,0.081049563,0.010495627,0.423387097
5.086956522,74,163,155,230,0,86,106,23.4,0.026495726,0.028205128,0.683870968
5.813218391,74,167,250,348,0,73,105,40.46,0.074641621,0.008897677,0.42
3.71257485,39,119,119,167,0,56,94,12.4,0.048387097,0.033870968,0.789915966
4.690140845,62,131,226,284,0,68,91,26.64,0.085585586,0.014264264,0.402654867
3.827102804,37,137,150,214,0,96,116,16.38,0.031746032,0.031746032,0.773333333
2.874100719,17,139,241,278,0,74,115,15.98,0.140175219,0.056320401,0.477178423
18.34934498,77,167,131,229,0,73,107,84.04,0.008805331,0.005473584,0.816793893
2.460526316,40,134,244,304,0,79,114,14.96,0.187165775,0.040106952,0.467213115
6.014563107,57,146,138,206,0,78,117,24.78,0.029862793,0.020177563,0.847826087
3.985549133,84,179,261,346,0,73,111,27.58,0.100072516,0.019579405,0.425287356
3.748792271,55,136,138,207,0,69,103,15.52,0.056701031,0.027061856,0.746376812
4.102649007,75,160,211,302,0,73,111,24.78,0.099273608,0.033898305,0.526066351
3.755102041,52,116,130,196,0,78,102,14.72,0.035326087,0.036684783,0.784615385
4.192546584,45,138,267,322,0,93,130,27,0.105185185,0.025925926,0.486891386
5.43852459,45,180,167,244,0,119,123,26.54,0.023360965,0.042954032,0.736526946
2.665551839,29,132,258,299,0,75,108,15.94,0.183186951,0.036386449,0.418604651
3.486979167,76,171,291,384,0,81,104,26.78,0.14339059,0.01867065,0.357388316
2.460714286,34,105,235,280,0,66,106,13.78,0.204644412,0.026124819,0.45106383
4.98245614,51,153,159,228,0,79,122,22.72,0.047535211,0.020246479,0.767295597
3.855392157,76,162,268,408,0,87,160,31.46,0.129688493,0.01525747,0.597014925
30.51836735,71,173,156,245,0,82,125,149.54,0.005349739,0.003343587,0.801282051
3.285714286,82,148,225,336,0,62,134,22.08,0.145833333,0.029891304,0.595555556
9.232081911,94,186,172,293,0,76,153,54.1,0.026987061,0.009242144,0.889534884
3.116504854,49,128,250,309,0,90,137,19.26,0.151609553,0.035306334,0.548
10.05142857,47,108,127,175,0,66,105,35.18,0.021603184,0.013075611,0.826771654
2.570446735,43,140,246,291,0,83,107,14.96,0.176470588,0.050802139,0.43495935
15.39690722,45,124,158,194,0,90,105,59.74,0.011047874,0.008369602,0.664556962
4.268656716,37,118,224,268,0,81,109,22.88,0.102272727,0.015734266,0.486607143
7.577946768,58,135,198,263,0,81,127,39.86,0.076266934,0.011038635,0.641414141
11.82413793,73,139,226,290,0,76,110,68.58,0.033245844,0.006124234,0.486725664
17.76923077,68,149,137,195,0,80,103,69.3,0.004906205,0.008369408,0.751824818
12.38157895,111,184,273,380,0,86,121,94.1,0.035281615,0.004250797,0.443223443
7.11627907,126,180,148,258,0,70,108,36.72,0.018518519,0.010893246,0.72972973
7.67752443,70,138,243,307,0,61,96,47.14,0.063640221,0.009758167,0.395061728
17.78037383,57,129,175,214,0,91,137,76.1,0.010249671,0.008672799,0.782857143
8.962099125,69,172,268,343,0,100,139,61.48,0.046519193,0.008783344,0.518656716
11.26666667,56,131,162,195,0,78,103,43.94,0.012289486,0.013654984,0.635802469
7.953125,36,92,219,256,0,66,110,40.72,0.066306483,0.010314342,0.502283105
16.59477124,79,181,225,306,0,130,167,101.56,0.009255612,0.007089405,0.742222222
7.092150171,47,134,244,293,0,87,118,41.56,0.058710298,0.011549567,0.483606557
10.22510823,63,155,151,231,0,85,115,47.24,0.011854361,0.011007621,0.761589404
15.10601719,65,155,298,349,0,75,108,105.44,0.032435508,0.004362671,0.362416107
12.1969697,85,180,172,264,0,98,129,64.4,0.010869565,0.008074534,0.75
7.166144201,101,159,227,319,0,54,95,45.72,0.058617673,0.006124234,0.418502203
18.65948276,78,163,146,232,0,75,114,86.58,0.008316008,0.002541003,0.780821918
6.121771218,39,125,233,271,0,75,114,33.18,0.077154913,0.014466546,0.489270386
8.580524345,109,204,145,267,0,84,123,45.82,0.015277172,0.0139677,0.848275862
8.135416667,53,129,234,288,0,86,128,46.86,0.050789586,0.009389671,0.547008547
9.603773585,30,103,124,159,0,75,109,30.54,0.020301244,0.013752456,0.879032258
3.94047619,46,103,208,252,0,70,104,19.86,0.120845921,0.029204431,0.5
13,42,137,186,238,0,77,118,61.88,0.021008403,0.008726568,0.634408602
3.695804196,29,123,243,286,0,81,116,21.14,0.128666036,0.025543992,0.477366255
13.88461538,60,112,120,182,0,67,99,50.54,0.012267511,0.007518797,0.825
5.161383285,110,183,239,347,0,65,108,35.82,0.075376884,0.009491904,0.451882845
13.58888889,65,118,131,180,0,65,98,48.92,0.01103843,0.01103843,0.748091603
3.905063291,56,132,256,316,0,65,106,24.68,0.139384117,0.012965964,0.4140625
5.467120181,108,175,328,441,0,74,109,48.22,0.097884695,0.012028204,0.332317073
4.122516556,56,148,235,302,0,74,122,24.9,0.104417671,0.026506024,0.519148936
3.761658031,40,115,149,193,0,70,111,14.52,0.085399449,0.02892562,0.744966443
1.876363636,18,80,206,275,0,59,128,10.32,0.350775194,0.052325581,0.621359223
3.489795918,40,141,198,294,0,77,162,20.52,0.101364522,0.032163743,0.818181818
3.189873418,37,131,241,316,0,77,147,20.16,0.163690476,0.023809524,0.609958506
3.879581152,31,106,126,191,0,55,117,14.82,0.101214575,0.033738192,0.928571429
2.61589404,53,125,237,302,0,58,111,15.8,0.196202532,0.035443038,0.46835443
7.060747664,56,140,138,214,0,77,101,30.22,0.027134348,0.007279947,0.731884058
7.575645756,40,104,213,271,0,61,108,41.06,0.072576717,0.009254749,0.507042254
4.95631068,33,130,148,206,0,78,121,20.42,0.054848188,0.021547502,0.817567568
3.943396226,73,163,236,318,0,72,103,25.08,0.106858054,0.025518341,0.436440678
3.426573427,62,161,220,286,0,92,123,19.6,0.104081633,0.051020408,0.559090909
2.166077739,18,112,252,283,0,81,118,12.26,0.251223491,0.060358891,0.468253968
7.557894737,49,121,131,190,0,69,112,28.72,0.028551532,0.013927577,0.854961832
3.130573248,67,149,231,314,0,68,94,19.66,0.146490336,0.018311292,0.406926407
3.378787879,37,134,145,198,0,76,112,13.38,0.058295964,0.035874439,0.772413793
3.708609272,45,119,255,302,0,62,93,22.4,0.134821429,0.016964286,0.364705882
7.225806452,70,161,124,217,0,75,111,31.36,0.022959184,0.014668367,0.89516129
2.44200627,35,144,253,319,0,97,113,15.58,0.17843389,0.038510911,0.446640316
5.68161435,59,163,154,223,0,78,116,25.34,0.029202841,0.017363852,0.753246753
4.05899705,81,170,246,339,0,81,111,27.52,0.099563953,0.015988372,0.451219512
3.062827225,29,116,133,191,0,88,116,11.7,0.071794872,0.056410256,0.872180451
3.992565056,29,120,222,269,0,71,102,21.48,0.113594041,0.020484171,0.459459459
4.38028169,57,138,154,213,0,72,114,18.66,0.092175777,0.036441586,0.74025974
2.222543353,32,135,285,346,0,85,118,15.38,0.286085826,0.016905072,0.414035088
5.059405941,66,152,141,202,0,68,104,20.44,0.025440313,0.032289628,0.737588652
3.113013699,37,125,235,292,0,85,127,18.18,0.144114411,0.03410341,0.540425532
6.114537445,84,176,141,227,0,80,109,27.76,0.018731988,0.020893372,0.773049645
3.805157593,81,177,265,349,0,76,117,26.56,0.103915663,0.024096386,0.441509434
11.2,26,103,112,160,0,64,96,35.84,0.021205357,0.01171875,0.857142857
4.226837061,87,166,223,313,0,78,105,26.46,0.08994709,0.019652305,0.470852018
2.683168317,25,129,155,202,0,93,129,10.84,0.088560886,0.068265683,0.832258065
2.72260274,41,121,238,292,0,61,99,15.9,0.181132075,0.031446541,0.415966387
4.141078838,80,152,157,241,0,71,101,19.96,0.0501002,0.04008016,0.643312102
2.752442997,43,144,254,307,0,79,121,16.9,0.160946746,0.028402367,0.476377953
5.952991453,62,155,152,234,0,82,121,27.86,0.028715004,0.016511127,0.796052632
2.910798122,25,85,179,213,0,44,83,12.4,0.180645161,0.027419355,0.463687151
2.631016043,26,129,134,187,0,84,104,9.84,0.046747967,0.06300813,0.776119403
3.665644172,69,159,256,326,0,73,111,23.9,0.118828452,0.028451883,0.43359375
7.962174941,84,165,332,423,0,73,113,67.36,0.067992874,0.008313539,0.340361446
2.073076923,28,112,223,260,0,61,98,10.78,0.231910946,0.029684601,0.439461883
4.955752212,80,153,128,226,0,60,103,22.4,0.042857143,0.011607143,0.8046875
2.417989418,45,139,262,378,0,86,185,18.28,0.225382932,0.038293217,0.70610687
3.363945578,46,158,208,294,0,84,160,19.78,0.144590495,0.027300303,0.769230769
3.144654088,48,135,242,318,0,78,133,20,0.179,0.027,0.549586777
3.222222222,44,155,164,252,0,79,135,16.24,0.070197044,0.023399015,0.823170732
3.256944444,44,134,220,288,0,69,108,18.76,0.142857143,0.023454158,0.490909091
4.140703518,66,144,129,199,0,65,99,16.48,0.029126214,0.029126214,0.76744186
3.127795527,69,158,233,313,0,85,110,19.58,0.127681307,0.040858018,0.472103004
4.692307692,83,147,140,221,0,57,95,20.74,0.081967213,0.028929605,0.678571429
2.438356164,19,82,333,365,0,61,84,17.8,0.296629213,0.025842697,0.252252252
5.121212121,81,179,205,297,0,79,116,30.42,0.216305062,0.019723866,0.565853659
2.899371069,41,129,262,318,0,79,129,18.44,0.262472885,0.031453362,0.492366412
4.631284916,48,121,120,179,0,66,101,16.58,0.043425814,0.031363088,0.841666667
2.763239875,45,140,247,321,0,87,140,17.74,0.179255919,0.018038331,0.566801619
3.642512077,38,123,164,207,0,74,124,15.08,0.161803714,0.026525199,0.756097561
4.163380282,70,154,281,355,0,86,136,29.56,0.144113667,0.01894452,0.483985765
3.906735751,45,120,143,193,0,66,106,15.08,0.114058355,0.026525199,0.741258741
11.96932515,68,158,245,326,0,73,111,78.04,0.036391594,0.004613019,0.453061224
5.987903226,70,159,154,248,0,77,118,29.7,0.068013468,0.017508418,0.766233766
3.612068966,78,149,255,348,0,60,115,25.14,0.166268894,0.015115354,0.450980392
3.213592233,22,114,168,206,0,72,124,13.24,0.125377644,0.046827795,0.738095238
3.974842767,67,157,231,318,0,64,111,25.28,0.128955696,0.014240506,0.480519481
4.65437788,43,112,144,217,0,75,117,20.2,0.161386139,0.024752475,0.8125
3.239520958,33,128,272,334,0,66,119,21.64,0.264325323,0.017560074,0.4375
3.785714286,49,151,173,238,0,80,123,18.02,0.105438402,0.02663707,0.710982659
2.61341853,55,120,258,313,0,63,118,16.36,0.207823961,0.046454768,0.457364341
4.166666667,52,133,154,216,0,73,120,18,0.087777778,0.035555556,0.779220779
2.618644068,57,146,269,354,0,84,137,18.54,0.240560949,0.030204962,0.50929368
4.291338583,75,162,156,254,0,76,108,21.8,0.076146789,0.024770642,0.692307692
4.197231834,84,132,200,289,0,55,83,24.26,0.11788953,0.023907667,0.415
5.571428571,20,95,112,154,0,67,94,17.16,0.040792541,0.01981352,0.839285714
13.45108696,63,192,279,368,0,84,128,99,0.043838384,0.004444444,0.458781362
3.874598071,73,195,226,311,0,90,135,24.1,0.09626556,0.022406639,0.597345133
2.484210526,33,119,234,285,0,65,110,14.16,0.20480226,0.036723164,0.47008547
3.273972603,48,134,150,219,0,74,122,14.34,0.121338912,0.023709902,0.813333333
2.695783133,55,126,273,332,0,67,110,17.9,0.198882682,0.024581006,0.402930403
4.246527778,60,183,190,288,0,94,143,24.46,0.087489779,0.021259199,0.752631579
4.40625,30,134,268,320,0,82,135,28.2,0.125531915,0.026241135,0.503731343
4.533762058,89,176,225,311,0,70,104,28.2,0.079432624,0.017021277,0.462222222
4.70923913,97,178,243,368,0,67,126,34.66,0.103866128,0.012117715,0.518518519
3.309803922,28,147,210,255,0,86,136,16.88,0.136255924,0.04028436,0.647619048
2.166666667,28,113,270,324,0,74,123,14.04,0.270655271,0.03988604,0.455555556
4.388535032,94,199,212,314,0,72,110,27.56,0.095791001,0.021044993,0.518867925
3.5,65,142,254,330,0,53,115,23.1,0.173160173,0.020779221,0.452755906
2.967213115,31,160,209,305,0,86,174,18.1,0.173480663,0.035359116,0.832535885
2.321126761,37,129,263,355,0,82,150,16.48,0.240291262,0.033980583,0.570342205
3.75462963,54,136,139,216,0,53,96,16.22,0.067817509,0.022194821,0.690647482
3.683206107,30,100,221,262,0,50,92,19.3,0.152331606,0.022797927,0.416289593
2.960159363,38,135,179,251,0,82,132,14.86,0.148048452,0.036339166,0.737430168
2.418316832,51,144,342,404,0,62,100,19.54,0.277379734,0.029682702,0.292397661
5.183946488,119,211,161,299,0,72,111,31,0.054193548,0.013548387,0.689440994
3.418006431,12,137,264,311,0,83,135,21.26,0.139228598,0.029162747,0.511363636
3.919075145,26,111,131,173,0,49,98,13.56,0.084070796,0.017699115,0.748091603
3.152173913,44,138,258,322,0,63,106,20.3,0.18226601,0.004926108,0.410852713
3.121568627,36,154,179,255,0,94,129,15.92,0.096733668,0.036432161,0.720670391
2.853731343,59,148,264,335,0,69,122,19.12,0.162133891,0.018828452,0.462121212
2.918103448,26,134,184,232,0,75,121,13.54,0.079763663,0.031019202,0.657608696
4.931952663,76,167,248,338,0,59,102,33.34,0.095380924,0.00959808,0.411290323
4.552301255,39,144,175,239,0,86,135,21.76,0.050551471,0.034926471,0.771428571
3.186390533,57,169,247,338,0,81,139,21.54,0.142989786,0.020427112,0.562753036
4.145748988,61,170,169,247,0,66,99,20.48,0.0703125,0.01953125,0.585798817
5.059016393,46,127,252,305,0,71,125,30.86,0.092676604,0.020090732,0.496031746
3.869369369,63,153,149,222,0,67,108,17.18,0.037252619,0.017462165,0.724832215
3.492924528,86,198,318,424,0,87,142,29.62,0.133018231,0.017555706,0.446540881
3.38490566,50,178,206,265,0,82,125,17.94,0.061315496,0.031215162,0.606796117
39.48048048,37,144,271,333,0,73,128,262.94,0.013463147,0.003042519,0.472324723
4.476415094,44,135,161,212,0,73,107,18.98,0.045310854,0.023182297,0.664596273
2.535117057,42,125,246,299,0,55,99,15.16,0.212401055,0.011873351,0.402439024
3.497942387,42,165,190,243,0,80,123,17,0.097647059,0.030588235,0.647368421
2.955414013,55,167,238,314,0,74,122,18.56,0.130387931,0.033405172,0.512605042
2.811403509,43,147,175,228,0,75,112,12.82,0.068642746,0.034321373,0.64
2.908163265,48,131,238,294,0,50,88,17.1,0.164912281,0.015204678,0.369747899
4.055319149,30,125,197,235,0,79,126,19.06,0.113326338,0.022035677,0.639593909
3.630484988,87,228,309,433,0,99,137,31.44,0.10178117,0.013994911,0.443365696
3.79338843,33,163,185,242,0,93,142,18.36,0.061002179,0.041394336,0.767567568
2.292753623,42,136,289,345,0,84,125,15.82,0.214917826,0.031605563,0.432525952
4.563876652,54,139,180,227,0,70,111,20.72,0.040540541,0.018339768,0.616666667
2.651651652,28,161,288,333,0,81,120,17.66,0.178935447,0.028312571,0.416666667
3.374570447,33,192,233,291,0,79,131,19.64,0.101832994,0.022403259,0.56223176
3.118181818,38,155,280,330,0,62,105,20.58,0.172011662,0.015549077,0.375
3.802083333,56,222,226,288,0,66,103,21.9,0.040182648,0.010045662,0.455752212
7.072886297,46,175,290,343,0,65,108,48.52,0.066364386,0.007831822,0.372413793
3.620396601,54,216,256,353,0,93,146,25.56,0.088419405,0.008607199,0.5703125
3.288590604,100,257,326,447,0,87,133,29.4,0.103401361,0.015646259,0.40797546
3.826797386,44,205,220,306,0,82,121,23.42,0.048676345,0.016225448,0.55
2.991097923,50,160,285,337,0,61,116,20.16,0.141865079,0.015873016,0.407017544
49.8,35,187,208,275,0,89,137,273.9,0.004016064,0.00109529,0.658653846
4.765895954,40,184,289,346,0,83,119,32.98,0.081261371,0.009096422,0.411764706
4.295532646,69,197,194,291,0,75,123,25,0.1784,0.0176,0.634020619
2.599067599,37,148,380,429,0,60,102,22.3,0.45470852,0.017040359,0.268421053
3.152542373,60,212,270,354,0,85,124,22.32,0.224014337,0.023297491,0.459259259
2.218894009,39,172,361,434,0,81,137,19.26,0.269989616,0.010384216,0.379501385
3.401869159,55,205,238,321,0,75,106,21.84,0.077838828,0.009157509,0.445378151
5.530413625,68,213,312,411,0,90,126,45.46,0.083150022,0.011438627,0.403846154
4.473933649,51,238,316,422,0,108,148,37.76,0.13559322,0.009533898,0.46835443
2.43236715,45,215,358,414,0,79,122,20.14,0.257199603,0.013902681,0.340782123
7.662698413,45,166,187,252,0,58,110,38.62,0.04453651,0.005178664,0.588235294
2.669444444,32,170,309,360,0,72,121,19.22,0.267429761,0.014568158,0.391585761
3.352769679,40,204,272,343,0,92,140,23,0.110434783,0.022608696,0.514705882
2.873051225,70,223,337,449,0,87,123,25.8,0.162790698,0.010852713,0.364985163
2.75,30,145,190,232,0,55,106,12.76,0.10031348,0.021943574,0.557894737
4.642553191,101,236,326,470,0,84,139,43.64,0.122823098,0.008707608,0.426380368
6.386075949,80,193,232,316,0,77,121,40.36,0.048067393,0.008919722,0.521551724
2.743529412,42,184,349,425,0,89,141,23.32,0.204116638,0.011149228,0.404011461
3.113372093,57,205,261,344,0,90,141,21.42,0.171802054,0.025210084,0.540229885
3.99321267,44,211,377,442,0,84,137,35.3,0.126912181,0.011898017,0.363395225
3.269503546,37,199,226,282,0,54,96,18.44,0.130151844,0.019522777,0.424778761
20.8643326,55,273,390,457,0,70,107,190.7,0.016990037,0.002097535,0.274358974
3.002673797,43,257,307,374,0,72,122,22.46,0.168299199,0.011576135,0.397394137
3.036866359,74,227,339,434,0,62,119,26.36,0.184370258,0.015174507,0.351032448
2.596045198,39,245,295,354,0,82,113,18.38,0.114254625,0.033732318,0.383050847
3.034408602,47,227,375,465,0,91,148,28.22,0.177179305,0.015591779,0.394666667
2.64957265,44,204,294,351,0,67,126,18.6,0.180645161,0.01827957,0.428571429
3.459081836,77,285,387,501,0,91,150,34.66,0.103866128,0.012694749,0.387596899
2.028391167,53,216,254,317,0,69,115,12.86,0.108864697,0.023328149,0.452755906
5.497196262,53,295,432,535,0,90,153,58.82,0.090445427,0.005780347,0.354166667
2.770889488,55,261,284,371,0,73,136,20.56,0.09922179,0.019455253,0.478873239
5.045454545,55,196,314,374,0,67,104,37.74,0.088500265,0.004239534,0.331210191
4.618075802,67,223,249,343,0,82,143,31.68,0.089015152,0.013888889,0.574297189
2.875,71,269,420,528,0,69,141,30.36,0.184453228,0.013833992,0.335714286
2.408536585,37,225,256,328,0,74,120,15.8,0.110126582,0.021518987,0.46875
2.514285714,44,249,399,455,0,71,122,22.88,0.176573427,0.016608392,0.305764411
7.446808511,75,275,332,423,0,87,143,63,0.03968254,0.006666667,0.430722892
3.533039648,66,236,350,454,0,84,144,32.08,0.14276808,0.011845387,0.411428571
3.263788969,50,287,332,417,0,86,143,27.22,0.086700955,0.017634093,0.430722892
9.723112128,54,230,365,437,0,87,146,84.98,0.043068957,0.003765592,0.4
5.268571429,69,216,247,350,0,94,169,36.88,0.066160521,0.010303688,0.684210526
4.100436681,62,262,368,458,0,85,133,37.56,0.098509052,0.007454739,0.361413043
6.05730659,37,237,291,349,0,70,149,42.28,0.043046358,0.007095553,0.512027491
3.223502304,45,227,359,434,0,84,135,27.98,0.130092924,0.012151537,0.376044568
6.244552058,107,280,288,413,0,96,154,51.58,0.044978674,0.00969368,0.534722222
3.008130081,62,262,396,492,0,104,168,29.6,0.137837838,0.019594595,0.424242424
9.157333333,75,258,300,375,0,94,131,68.68,0.020384391,0.006988934,0.436666667
3.92750533,67,230,347,469,0,110,177,36.84,0.093919653,0.011400651,0.510086455
13.95901639,129,245,245,366,0,83,132,102.18,0.015854375,0.002544529,0.53877551
4.306451613,66,209,356,434,0,89,144,37.38,0.105403959,0.014446228,0.404494382
5.205417607,82,290,342,443,0,108,176,46.12,0.04509974,0.014310494,0.514619883
9.876033058,70,274,395,484,0,112,157,95.6,0.032217573,0.005648536,0.397468354
12.34031414,56,259,304,382,0,105,160,94.28,0.016122189,0.006364022,0.526315789
7.555335968,89,291,388,506,0,112,158,76.46,0.042113523,0.006277792,0.407216495
11.49593496,93,263,271,369,0,93,155,84.84,0.015322961,0.00660066,0.57195572
5.788557214,46,201,326,402,0,82,140,46.54,0.06832832,0.008594757,0.429447853
25.24660633,104,284,303,442,0,142,195,223.18,0.006272964,0.002240344,0.643564356
6.582230624,56,269,437,529,0,102,165,69.64,0.058587019,0.007754164,0.377574371
7.365967366,84,314,343,429,0,98,151,63.2,0.022468354,0.009177215,0.440233236
5.791666667,89,300,426,528,0,105,154,61.16,0.063113146,0.0088293,0.361502347
5.689855072,85,231,249,345,0,92,135,39.26,0.036678553,0.012735609,0.542168675
8.311377246,88,251,410,501,0,93,157,83.28,0.047550432,0.006003842,0.382926829
7.458689459,56,247,282,351,0,87,152,52.36,0.026737968,0.008403361,0.539007092
5.835789474,55,271,406,475,0,110,161,55.44,0.055555556,0.00974026,0.396551724
5.886597938,98,359,384,485,0,113,161,57.1,0.026619965,0.010507881,0.419270833
6.72972973,91,307,390,518,0,120,168,69.72,0.040160643,0.008605852,0.430769231
4.813238771,55,282,350,423,0,104,154,40.72,0.037328094,0.011787819,0.44
3.134215501,64,308,432,529,0,98,154,33.16,0.121833534,0.01628468,0.356481481
5.608597285,85,325,344,442,0,108,155,49.58,0.027833804,0.012505042,0.450581395
6.611829945,80,323,458,541,0,100,151,71.54,0.045009785,0.006709533,0.329694323
4.964809384,56,248,274,341,0,76,133,33.86,0.039574719,0.010632014,0.48540146
9.309297913,60,302,459,527,0,97,143,98.12,0.037708928,0.005095801,0.311546841
11.11316872,47,368,408,486,0,127,146,108.02,0.010553601,0.004999074,0.357843137
2.905811623,42,307,426,499,0,92,144,29,0.113103448,0.013793103,0.338028169
4.079754601,40,391,434,489,0,93,141,39.9,0.035588972,0.011027569,0.324884793
2.321361059,50,383,436,529,0,110,159,24.56,0.077361564,0.0252443,0.364678899
3.803001876,116,416,407,533,0,92,127,40.54,0.044400592,0.014800197,0.312039312
3.437984496,62,402,412,516,0,96,144,35.48,0.043404735,0.014656144,0.349514563
1.975609756,38,374,582,656,0,91,141,25.92,0.178240741,0.027777778,0.242268041
3.789568345,31,322,471,556,0,99,165,42.14,0.099193166,0.014238253,0.350318471
2.672690763,55,354,400,498,0,125,165,26.62,0.07362885,0.012772352,0.4125
1.994755245,43,349,496,572,0,105,150,22.82,0.153374233,0.035056968,0.302419355
2.744966443,47,330,355,447,0,101,166,24.54,0.06601467,0.016299919,0.467605634
2.129482072,36,313,429,502,0,113,147,21.38,0.144059869,0.028999065,0.342657343
4.2525,60,269,322,400,0,117,156,34.02,0.038800705,0.018812463,0.48447205
3.016304348,41,311,481,552,0,100,161,33.3,0.12012012,0.018618619,0.334719335
9.636170213,73,369,388,470,0,91,133,90.58,0.015014352,0.006844778,0.342783505
1.881763527,40,288,433,499,0,88,130,18.78,0.179978701,0.028753994,0.300230947
