hourly_counts,date_time,year,month,month_day,week_day,hour,sensor_id,sensor_name
74,02/06/2016 06:00,2016,June,2,Thursday,6,2,Bourke Street Mall (South)
237,02/06/2016 07:00,2016,June,2,Thursday,7,2,Bourke Street Mall (South)
559,02/06/2016 08:00,2016,June,2,Thursday,8,2,Bourke Street Mall (South)
670,02/06/2016 09:00,2016,June,2,Thursday,9,2,Bourke Street Mall (South)
997,02/06/2016 10:00,2016,June,2,Thursday,10,2,Bourke Street Mall (South)
1641,02/06/2016 11:00,2016,June,2,Thursday,11,2,Bourke Street Mall (South)
2736,02/06/2016 12:00,2016,June,2,Thursday,12,2,Bourke Street Mall (South)
3173,02/06/2016 13:00,2016,June,2,Thursday,13,2,Bourke Street Mall (South)
2344,02/06/2016 14:00,2016,June,2,Thursday,14,2,Bourke Street Mall (South)
2267,02/06/2016 15:00,2016,June,2,Thursday,15,2,Bourke Street Mall (South)
2139,02/06/2016 16:00,2016,June,2,Thursday,16,2,Bourke Street Mall (South)
2128,02/06/2016 17:00,2016,June,2,Thursday,17,2,Bourke Street Mall (South)
1574,02/06/2016 18:00,2016,June,2,Thursday,18,2,Bourke Street Mall (South)
1010,02/06/2016 19:00,2016,June,2,Thursday,19,2,Bourke Street Mall (South)
662,02/06/2016 20:00,2016,June,2,Thursday,20,2,Bourke Street Mall (South)
334,02/06/2016 21:00,2016,June,2,Thursday,21,2,Bourke Street Mall (South)
174,02/06/2016 22:00,2016,June,2,Thursday,22,2,Bourke Street Mall (South)
104,02/06/2016 23:00,2016,June,2,Thursday,23,2,Bourke Street Mall (South)
57,03/06/2016 00:00,2016,June,3,Friday,0,2,Bourke Street Mall (South)
42,03/06/2016 01:00,2016,June,3,Friday,1,2,Bourke Street Mall (South)
23,03/06/2016 02:00,2016,June,3,Friday,2,2,Bourke Street Mall (South)
20,03/06/2016 03:00,2016,June,3,Friday,3,2,Bourke Street Mall (South)
36,03/06/2016 04:00,2016,June,3,Friday,4,2,Bourke Street Mall (South)
30,03/06/2016 05:00,2016,June,3,Friday,5,2,Bourke Street Mall (South)
63,03/06/2016 06:00,2016,June,3,Friday,6,2,Bourke Street Mall (South)
218,03/06/2016 07:00,2016,June,3,Friday,7,2,Bourke Street Mall (South)
579,03/06/2016 08:00,2016,June,3,Friday,8,2,Bourke Street Mall (South)
660,03/06/2016 09:00,2016,June,3,Friday,9,2,Bourke Street Mall (South)
1215,03/06/2016 10:00,2016,June,3,Friday,10,2,Bourke Street Mall (South)
1741,03/06/2016 11:00,2016,June,3,Friday,11,2,Bourke Street Mall (South)
2911,03/06/2016 12:00,2016,June,3,Friday,12,2,Bourke Street Mall (South)
3263,03/06/2016 13:00,2016,June,3,Friday,13,2,Bourke Street Mall (South)
2475,03/06/2016 14:00,2016,June,3,Friday,14,2,Bourke Street Mall (South)
2459,03/06/2016 15:00,2016,June,3,Friday,15,2,Bourke Street Mall (South)
2615,03/06/2016 16:00,2016,June,3,Friday,16,2,Bourke Street Mall (South)
2740,03/06/2016 17:00,2016,June,3,Friday,17,2,Bourke Street Mall (South)
2114,03/06/2016 18:00,2016,June,3,Friday,18,2,Bourke Street Mall (South)
1260,03/06/2016 19:00,2016,June,3,Friday,19,2,Bourke Street Mall (South)
1050,03/06/2016 20:00,2016,June,3,Friday,20,2,Bourke Street Mall (South)
525,03/06/2016 21:00,2016,June,3,Friday,21,2,Bourke Street Mall (South)
314,03/06/2016 22:00,2016,June,3,Friday,22,2,Bourke Street Mall (South)
210,03/06/2016 23:00,2016,June,3,Friday,23,2,Bourke Street Mall (South)
140,04/06/2016 00:00,2016,June,4,Saturday,0,2,Bourke Street Mall (South)
98,04/06/2016 01:00,2016,June,4,Saturday,1,2,Bourke Street Mall (South)
82,04/06/2016 02:00,2016,June,4,Saturday,2,2,Bourke Street Mall (South)
48,04/06/2016 03:00,2016,June,4,Saturday,3,2,Bourke Street Mall (South)
21,04/06/2016 04:00,2016,June,4,Saturday,4,2,Bourke Street Mall (South)
15,04/06/2016 05:00,2016,June,4,Saturday,5,2,Bourke Street Mall (South)
34,04/06/2016 06:00,2016,June,4,Saturday,6,2,Bourke Street Mall (South)
122,04/06/2016 07:00,2016,June,4,Saturday,7,2,Bourke Street Mall (South)
267,04/06/2016 08:00,2016,June,4,Saturday,8,2,Bourke Street Mall (South)
669,04/06/2016 09:00,2016,June,4,Saturday,9,2,Bourke Street Mall (South)
1441,04/06/2016 10:00,2016,June,4,Saturday,10,2,Bourke Street Mall (South)
2189,04/06/2016 11:00,2016,June,4,Saturday,11,2,Bourke Street Mall (South)
2544,04/06/2016 12:00,2016,June,4,Saturday,12,2,Bourke Street Mall (South)
2745,04/06/2016 13:00,2016,June,4,Saturday,13,2,Bourke Street Mall (South)
2921,04/06/2016 14:00,2016,June,4,Saturday,14,2,Bourke Street Mall (South)
2808,04/06/2016 15:00,2016,June,4,Saturday,15,2,Bourke Street Mall (South)
2843,04/06/2016 16:00,2016,June,4,Saturday,16,2,Bourke Street Mall (South)
2142,04/06/2016 17:00,2016,June,4,Saturday,17,2,Bourke Street Mall (South)
1227,04/06/2016 18:00,2016,June,4,Saturday,18,2,Bourke Street Mall (South)
688,04/06/2016 19:00,2016,June,4,Saturday,19,2,Bourke Street Mall (South)
443,04/06/2016 20:00,2016,June,4,Saturday,20,2,Bourke Street Mall (South)
271,04/06/2016 21:00,2016,June,4,Saturday,21,2,Bourke Street Mall (South)
334,04/06/2016 22:00,2016,June,4,Saturday,22,2,Bourke Street Mall (South)
244,04/06/2016 23:00,2016,June,4,Saturday,23,2,Bourke Street Mall (South)
146,05/06/2016 00:00,2016,June,5,Sunday,0,2,Bourke Street Mall (South)
122,05/06/2016 01:00,2016,June,5,Sunday,1,2,Bourke Street Mall (South)
107,05/06/2016 02:00,2016,June,5,Sunday,2,2,Bourke Street Mall (South)
68,05/06/2016 03:00,2016,June,5,Sunday,3,2,Bourke Street Mall (South)
58,05/06/2016 04:00,2016,June,5,Sunday,4,2,Bourke Street Mall (South)
24,05/06/2016 05:00,2016,June,5,Sunday,5,2,Bourke Street Mall (South)
30,05/06/2016 06:00,2016,June,5,Sunday,6,2,Bourke Street Mall (South)
70,05/06/2016 07:00,2016,June,5,Sunday,7,2,Bourke Street Mall (South)
149,05/06/2016 08:00,2016,June,5,Sunday,8,2,Bourke Street Mall (South)
570,05/06/2016 09:00,2016,June,5,Sunday,9,2,Bourke Street Mall (South)
1137,05/06/2016 10:00,2016,June,5,Sunday,10,2,Bourke Street Mall (South)
1776,05/06/2016 11:00,2016,June,5,Sunday,11,2,Bourke Street Mall (South)
2126,05/06/2016 12:00,2016,June,5,Sunday,12,2,Bourke Street Mall (South)
2072,05/06/2016 13:00,2016,June,5,Sunday,13,2,Bourke Street Mall (South)
2426,05/06/2016 14:00,2016,June,5,Sunday,14,2,Bourke Street Mall (South)
2350,05/06/2016 15:00,2016,June,5,Sunday,15,2,Bourke Street Mall (South)
2172,05/06/2016 16:00,2016,June,5,Sunday,16,2,Bourke Street Mall (South)
1572,05/06/2016 17:00,2016,June,5,Sunday,17,2,Bourke Street Mall (South)
991,05/06/2016 18:00,2016,June,5,Sunday,18,2,Bourke Street Mall (South)
479,05/06/2016 19:00,2016,June,5,Sunday,19,2,Bourke Street Mall (South)
311,05/06/2016 20:00,2016,June,5,Sunday,20,2,Bourke Street Mall (South)
218,05/06/2016 21:00,2016,June,5,Sunday,21,2,Bourke Street Mall (South)
129,05/06/2016 22:00,2016,June,5,Sunday,22,2,Bourke Street Mall (South)
56,05/06/2016 23:00,2016,June,5,Sunday,23,2,Bourke Street Mall (South)
53,06/06/2016 00:00,2016,June,6,Monday,0,2,Bourke Street Mall (South)
29,06/06/2016 01:00,2016,June,6,Monday,1,2,Bourke Street Mall (South)
17,06/06/2016 02:00,2016,June,6,Monday,2,2,Bourke Street Mall (South)
43,06/06/2016 03:00,2016,June,6,Monday,3,2,Bourke Street Mall (South)
8,06/06/2016 04:00,2016,June,6,Monday,4,2,Bourke Street Mall (South)
23,06/06/2016 05:00,2016,June,6,Monday,5,2,Bourke Street Mall (South)
65,06/06/2016 06:00,2016,June,6,Monday,6,2,Bourke Street Mall (South)
229,06/06/2016 07:00,2016,June,6,Monday,7,2,Bourke Street Mall (South)
615,06/06/2016 08:00,2016,June,6,Monday,8,2,Bourke Street Mall (South)
715,06/06/2016 09:00,2016,June,6,Monday,9,2,Bourke Street Mall (South)
1174,06/06/2016 10:00,2016,June,6,Monday,10,2,Bourke Street Mall (South)
1673,06/06/2016 11:00,2016,June,6,Monday,11,2,Bourke Street Mall (South)
2768,06/06/2016 12:00,2016,June,6,Monday,12,2,Bourke Street Mall (South)
3110,06/06/2016 13:00,2016,June,6,Monday,13,2,Bourke Street Mall (South)
2329,06/06/2016 14:00,2016,June,6,Monday,14,2,Bourke Street Mall (South)
2100,06/06/2016 15:00,2016,June,6,Monday,15,2,Bourke Street Mall (South)
2061,06/06/2016 16:00,2016,June,6,Monday,16,2,Bourke Street Mall (South)
1967,06/06/2016 17:00,2016,June,6,Monday,17,2,Bourke Street Mall (South)
1261,06/06/2016 18:00,2016,June,6,Monday,18,2,Bourke Street Mall (South)
493,06/06/2016 19:00,2016,June,6,Monday,19,2,Bourke Street Mall (South)
275,06/06/2016 20:00,2016,June,6,Monday,20,2,Bourke Street Mall (South)
172,06/06/2016 21:00,2016,June,6,Monday,21,2,Bourke Street Mall (South)
126,06/06/2016 22:00,2016,June,6,Monday,22,2,Bourke Street Mall (South)
75,06/06/2016 23:00,2016,June,6,Monday,23,2,Bourke Street Mall (South)
28,07/06/2016 00:00,2016,June,7,Tuesday,0,2,Bourke Street Mall (South)
20,07/06/2016 01:00,2016,June,7,Tuesday,1,2,Bourke Street Mall (South)
14,07/06/2016 02:00,2016,June,7,Tuesday,2,2,Bourke Street Mall (South)
7,07/06/2016 03:00,2016,June,7,Tuesday,3,2,Bourke Street Mall (South)
34,07/06/2016 04:00,2016,June,7,Tuesday,4,2,Bourke Street Mall (South)
28,07/06/2016 05:00,2016,June,7,Tuesday,5,2,Bourke Street Mall (South)
73,07/06/2016 06:00,2016,June,7,Tuesday,6,2,Bourke Street Mall (South)
245,07/06/2016 07:00,2016,June,7,Tuesday,7,2,Bourke Street Mall (South)
559,07/06/2016 08:00,2016,June,7,Tuesday,8,2,Bourke Street Mall (South)
731,07/06/2016 09:00,2016,June,7,Tuesday,9,2,Bourke Street Mall (South)
1033,07/06/2016 10:00,2016,June,7,Tuesday,10,2,Bourke Street Mall (South)
1478,07/06/2016 11:00,2016,June,7,Tuesday,11,2,Bourke Street Mall (South)
2520,07/06/2016 12:00,2016,June,7,Tuesday,12,2,Bourke Street Mall (South)
2753,07/06/2016 13:00,2016,June,7,Tuesday,13,2,Bourke Street Mall (South)
2251,07/06/2016 14:00,2016,June,7,Tuesday,14,2,Bourke Street Mall (South)
1903,07/06/2016 15:00,2016,June,7,Tuesday,15,2,Bourke Street Mall (South)
1894,07/06/2016 16:00,2016,June,7,Tuesday,16,2,Bourke Street Mall (South)
1745,07/06/2016 17:00,2016,June,7,Tuesday,17,2,Bourke Street Mall (South)
1228,07/06/2016 18:00,2016,June,7,Tuesday,18,2,Bourke Street Mall (South)
564,07/06/2016 19:00,2016,June,7,Tuesday,19,2,Bourke Street Mall (South)
338,07/06/2016 20:00,2016,June,7,Tuesday,20,2,Bourke Street Mall (South)
200,07/06/2016 21:00,2016,June,7,Tuesday,21,2,Bourke Street Mall (South)
178,07/06/2016 22:00,2016,June,7,Tuesday,22,2,Bourke Street Mall (South)
74,07/06/2016 23:00,2016,June,7,Tuesday,23,2,Bourke Street Mall (South)
44,08/06/2016 00:00,2016,June,8,Wednesday,0,2,Bourke Street Mall (South)
13,08/06/2016 01:00,2016,June,8,Wednesday,1,2,Bourke Street Mall (South)
18,08/06/2016 02:00,2016,June,8,Wednesday,2,2,Bourke Street Mall (South)
13,08/06/2016 03:00,2016,June,8,Wednesday,3,2,Bourke Street Mall (South)
13,08/06/2016 04:00,2016,June,8,Wednesday,4,2,Bourke Street Mall (South)
20,08/06/2016 05:00,2016,June,8,Wednesday,5,2,Bourke Street Mall (South)
67,08/06/2016 06:00,2016,June,8,Wednesday,6,2,Bourke Street Mall (South)
244,08/06/2016 07:00,2016,June,8,Wednesday,7,2,Bourke Street Mall (South)
604,08/06/2016 08:00,2016,June,8,Wednesday,8,2,Bourke Street Mall (South)
628,08/06/2016 09:00,2016,June,8,Wednesday,9,2,Bourke Street Mall (South)
1016,08/06/2016 10:00,2016,June,8,Wednesday,10,2,Bourke Street Mall (South)
1559,08/06/2016 11:00,2016,June,8,Wednesday,11,2,Bourke Street Mall (South)
2676,08/06/2016 12:00,2016,June,8,Wednesday,12,2,Bourke Street Mall (South)
2878,08/06/2016 13:00,2016,June,8,Wednesday,13,2,Bourke Street Mall (South)
2190,08/06/2016 14:00,2016,June,8,Wednesday,14,2,Bourke Street Mall (South)
1993,08/06/2016 15:00,2016,June,8,Wednesday,15,2,Bourke Street Mall (South)
2076,08/06/2016 16:00,2016,June,8,Wednesday,16,2,Bourke Street Mall (South)
1910,08/06/2016 17:00,2016,June,8,Wednesday,17,2,Bourke Street Mall (South)
1408,08/06/2016 18:00,2016,June,8,Wednesday,18,2,Bourke Street Mall (South)
541,08/06/2016 19:00,2016,June,8,Wednesday,19,2,Bourke Street Mall (South)
348,08/06/2016 20:00,2016,June,8,Wednesday,20,2,Bourke Street Mall (South)
221,08/06/2016 21:00,2016,June,8,Wednesday,21,2,Bourke Street Mall (South)
165,08/06/2016 22:00,2016,June,8,Wednesday,22,2,Bourke Street Mall (South)
91,08/06/2016 23:00,2016,June,8,Wednesday,23,2,Bourke Street Mall (South)
54,09/06/2016 00:00,2016,June,9,Thursday,0,2,Bourke Street Mall (South)
28,09/06/2016 01:00,2016,June,9,Thursday,1,2,Bourke Street Mall (South)
19,09/06/2016 02:00,2016,June,9,Thursday,2,2,Bourke Street Mall (South)
18,09/06/2016 03:00,2016,June,9,Thursday,3,2,Bourke Street Mall (South)
12,09/06/2016 04:00,2016,June,9,Thursday,4,2,Bourke Street Mall (South)
22,09/06/2016 05:00,2016,June,9,Thursday,5,2,Bourke Street Mall (South)
76,09/06/2016 06:00,2016,June,9,Thursday,6,2,Bourke Street Mall (South)
272,09/06/2016 07:00,2016,June,9,Thursday,7,2,Bourke Street Mall (South)
547,09/06/2016 08:00,2016,June,9,Thursday,8,2,Bourke Street Mall (South)
691,09/06/2016 09:00,2016,June,9,Thursday,9,2,Bourke Street Mall (South)
1055,09/06/2016 10:00,2016,June,9,Thursday,10,2,Bourke Street Mall (South)
1570,09/06/2016 11:00,2016,June,9,Thursday,11,2,Bourke Street Mall (South)
2708,09/06/2016 12:00,2016,June,9,Thursday,12,2,Bourke Street Mall (South)
3106,09/06/2016 13:00,2016,June,9,Thursday,13,2,Bourke Street Mall (South)
2409,09/06/2016 14:00,2016,June,9,Thursday,14,2,Bourke Street Mall (South)
2079,09/06/2016 15:00,2016,June,9,Thursday,15,2,Bourke Street Mall (South)
2233,09/06/2016 16:00,2016,June,9,Thursday,16,2,Bourke Street Mall (South)
2268,09/06/2016 17:00,2016,June,9,Thursday,17,2,Bourke Street Mall (South)
1706,09/06/2016 18:00,2016,June,9,Thursday,18,2,Bourke Street Mall (South)
1138,09/06/2016 19:00,2016,June,9,Thursday,19,2,Bourke Street Mall (South)
848,09/06/2016 20:00,2016,June,9,Thursday,20,2,Bourke Street Mall (South)
347,09/06/2016 21:00,2016,June,9,Thursday,21,2,Bourke Street Mall (South)
186,09/06/2016 22:00,2016,June,9,Thursday,22,2,Bourke Street Mall (South)
101,09/06/2016 23:00,2016,June,9,Thursday,23,2,Bourke Street Mall (South)
79,10/06/2016 00:00,2016,June,10,Friday,0,2,Bourke Street Mall (South)
38,10/06/2016 01:00,2016,June,10,Friday,1,2,Bourke Street Mall (South)
34,10/06/2016 02:00,2016,June,10,Friday,2,2,Bourke Street Mall (South)
37,10/06/2016 03:00,2016,June,10,Friday,3,2,Bourke Street Mall (South)
17,10/06/2016 04:00,2016,June,10,Friday,4,2,Bourke Street Mall (South)
20,10/06/2016 05:00,2016,June,10,Friday,5,2,Bourke Street Mall (South)
77,10/06/2016 06:00,2016,June,10,Friday,6,2,Bourke Street Mall (South)
243,10/06/2016 07:00,2016,June,10,Friday,7,2,Bourke Street Mall (South)
567,10/06/2016 08:00,2016,June,10,Friday,8,2,Bourke Street Mall (South)
762,10/06/2016 09:00,2016,June,10,Friday,9,2,Bourke Street Mall (South)
1322,10/06/2016 10:00,2016,June,10,Friday,10,2,Bourke Street Mall (South)
1931,10/06/2016 11:00,2016,June,10,Friday,11,2,Bourke Street Mall (South)
3139,10/06/2016 12:00,2016,June,10,Friday,12,2,Bourke Street Mall (South)
3548,10/06/2016 13:00,2016,June,10,Friday,13,2,Bourke Street Mall (South)
2856,10/06/2016 14:00,2016,June,10,Friday,14,2,Bourke Street Mall (South)
2783,10/06/2016 15:00,2016,June,10,Friday,15,2,Bourke Street Mall (South)
2983,10/06/2016 16:00,2016,June,10,Friday,16,2,Bourke Street Mall (South)
2813,10/06/2016 17:00,2016,June,10,Friday,17,2,Bourke Street Mall (South)
2278,10/06/2016 18:00,2016,June,10,Friday,18,2,Bourke Street Mall (South)
1404,10/06/2016 19:00,2016,June,10,Friday,19,2,Bourke Street Mall (South)
936,10/06/2016 20:00,2016,June,10,Friday,20,2,Bourke Street Mall (South)
543,10/06/2016 21:00,2016,June,10,Friday,21,2,Bourke Street Mall (South)
329,10/06/2016 22:00,2016,June,10,Friday,22,2,Bourke Street Mall (South)
285,10/06/2016 23:00,2016,June,10,Friday,23,2,Bourke Street Mall (South)
161,11/06/2016 00:00,2016,June,11,Saturday,0,2,Bourke Street Mall (South)
125,11/06/2016 01:00,2016,June,11,Saturday,1,2,Bourke Street Mall (South)
98,11/06/2016 02:00,2016,June,11,Saturday,2,2,Bourke Street Mall (South)
66,11/06/2016 03:00,2016,June,11,Saturday,3,2,Bourke Street Mall (South)
50,11/06/2016 04:00,2016,June,11,Saturday,4,2,Bourke Street Mall (South)
31,11/06/2016 05:00,2016,June,11,Saturday,5,2,Bourke Street Mall (South)
31,11/06/2016 06:00,2016,June,11,Saturday,6,2,Bourke Street Mall (South)
85,11/06/2016 07:00,2016,June,11,Saturday,7,2,Bourke Street Mall (South)
254,11/06/2016 08:00,2016,June,11,Saturday,8,2,Bourke Street Mall (South)
771,11/06/2016 09:00,2016,June,11,Saturday,9,2,Bourke Street Mall (South)
1390,11/06/2016 10:00,2016,June,11,Saturday,10,2,Bourke Street Mall (South)
2038,11/06/2016 11:00,2016,June,11,Saturday,11,2,Bourke Street Mall (South)
2637,11/06/2016 12:00,2016,June,11,Saturday,12,2,Bourke Street Mall (South)
3033,11/06/2016 13:00,2016,June,11,Saturday,13,2,Bourke Street Mall (South)
3403,11/06/2016 14:00,2016,June,11,Saturday,14,2,Bourke Street Mall (South)
3604,11/06/2016 15:00,2016,June,11,Saturday,15,2,Bourke Street Mall (South)
3437,11/06/2016 16:00,2016,June,11,Saturday,16,2,Bourke Street Mall (South)
2555,11/06/2016 17:00,2016,June,11,Saturday,17,2,Bourke Street Mall (South)
1494,11/06/2016 18:00,2016,June,11,Saturday,18,2,Bourke Street Mall (South)
811,11/06/2016 19:00,2016,June,11,Saturday,19,2,Bourke Street Mall (South)
480,11/06/2016 20:00,2016,June,11,Saturday,20,2,Bourke Street Mall (South)
327,11/06/2016 21:00,2016,June,11,Saturday,21,2,Bourke Street Mall (South)
501,11/06/2016 22:00,2016,June,11,Saturday,22,2,Bourke Street Mall (South)
239,11/06/2016 23:00,2016,June,11,Saturday,23,2,Bourke Street Mall (South)
187,12/06/2016 00:00,2016,June,12,Sunday,0,2,Bourke Street Mall (South)
113,12/06/2016 01:00,2016,June,12,Sunday,1,2,Bourke Street Mall (South)
87,12/06/2016 02:00,2016,June,12,Sunday,2,2,Bourke Street Mall (South)
88,12/06/2016 03:00,2016,June,12,Sunday,3,2,Bourke Street Mall (South)
50,12/06/2016 04:00,2016,June,12,Sunday,4,2,Bourke Street Mall (South)
26,12/06/2016 05:00,2016,June,12,Sunday,5,2,Bourke Street Mall (South)
33,12/06/2016 06:00,2016,June,12,Sunday,6,2,Bourke Street Mall (South)
77,12/06/2016 07:00,2016,June,12,Sunday,7,2,Bourke Street Mall (South)
161,12/06/2016 08:00,2016,June,12,Sunday,8,2,Bourke Street Mall (South)
524,12/06/2016 09:00,2016,June,12,Sunday,9,2,Bourke Street Mall (South)
1257,12/06/2016 10:00,2016,June,12,Sunday,10,2,Bourke Street Mall (South)
2123,12/06/2016 11:00,2016,June,12,Sunday,11,2,Bourke Street Mall (South)
2722,12/06/2016 12:00,2016,June,12,Sunday,12,2,Bourke Street Mall (South)
3049,12/06/2016 13:00,2016,June,12,Sunday,13,2,Bourke Street Mall (South)
3464,12/06/2016 14:00,2016,June,12,Sunday,14,2,Bourke Street Mall (South)
3490,12/06/2016 15:00,2016,June,12,Sunday,15,2,Bourke Street Mall (South)
3320,12/06/2016 16:00,2016,June,12,Sunday,16,2,Bourke Street Mall (South)
2344,12/06/2016 17:00,2016,June,12,Sunday,17,2,Bourke Street Mall (South)
1195,12/06/2016 18:00,2016,June,12,Sunday,18,2,Bourke Street Mall (South)
665,12/06/2016 19:00,2016,June,12,Sunday,19,2,Bourke Street Mall (South)
472,12/06/2016 20:00,2016,June,12,Sunday,20,2,Bourke Street Mall (South)
323,12/06/2016 21:00,2016,June,12,Sunday,21,2,Bourke Street Mall (South)
230,12/06/2016 22:00,2016,June,12,Sunday,22,2,Bourke Street Mall (South)
162,12/06/2016 23:00,2016,June,12,Sunday,23,2,Bourke Street Mall (South)
105,13/06/2016 00:00,2016,June,13,Monday,0,2,Bourke Street Mall (South)
88,13/06/2016 01:00,2016,June,13,Monday,1,2,Bourke Street Mall (South)
24,13/06/2016 02:00,2016,June,13,Monday,2,2,Bourke Street Mall (South)
33,13/06/2016 03:00,2016,June,13,Monday,3,2,Bourke Street Mall (South)
25,13/06/2016 04:00,2016,June,13,Monday,4,2,Bourke Street Mall (South)
19,13/06/2016 05:00,2016,June,13,Monday,5,2,Bourke Street Mall (South)
22,13/06/2016 06:00,2016,June,13,Monday,6,2,Bourke Street Mall (South)
74,13/06/2016 07:00,2016,June,13,Monday,7,2,Bourke Street Mall (South)
137,13/06/2016 08:00,2016,June,13,Monday,8,2,Bourke Street Mall (South)
502,13/06/2016 09:00,2016,June,13,Monday,9,2,Bourke Street Mall (South)
1124,13/06/2016 10:00,2016,June,13,Monday,10,2,Bourke Street Mall (South)
2037,13/06/2016 11:00,2016,June,13,Monday,11,2,Bourke Street Mall (South)
2478,13/06/2016 12:00,2016,June,13,Monday,12,2,Bourke Street Mall (South)
2822,13/06/2016 13:00,2016,June,13,Monday,13,2,Bourke Street Mall (South)
2691,13/06/2016 14:00,2016,June,13,Monday,14,2,Bourke Street Mall (South)
2963,13/06/2016 15:00,2016,June,13,Monday,15,2,Bourke Street Mall (South)
2422,13/06/2016 16:00,2016,June,13,Monday,16,2,Bourke Street Mall (South)
1573,13/06/2016 17:00,2016,June,13,Monday,17,2,Bourke Street Mall (South)
803,13/06/2016 18:00,2016,June,13,Monday,18,2,Bourke Street Mall (South)
336,13/06/2016 19:00,2016,June,13,Monday,19,2,Bourke Street Mall (South)
276,13/06/2016 20:00,2016,June,13,Monday,20,2,Bourke Street Mall (South)
157,13/06/2016 21:00,2016,June,13,Monday,21,2,Bourke Street Mall (South)
85,13/06/2016 22:00,2016,June,13,Monday,22,2,Bourke Street Mall (South)
58,13/06/2016 23:00,2016,June,13,Monday,23,2,Bourke Street Mall (South)
17,14/06/2016 00:00,2016,June,14,Tuesday,0,2,Bourke Street Mall (South)
13,14/06/2016 01:00,2016,June,14,Tuesday,1,2,Bourke Street Mall (South)
4,14/06/2016 02:00,2016,June,14,Tuesday,2,2,Bourke Street Mall (South)
16,14/06/2016 03:00,2016,June,14,Tuesday,3,2,Bourke Street Mall (South)
8,14/06/2016 04:00,2016,June,14,Tuesday,4,2,Bourke Street Mall (South)
34,14/06/2016 05:00,2016,June,14,Tuesday,5,2,Bourke Street Mall (South)
73,14/06/2016 06:00,2016,June,14,Tuesday,6,2,Bourke Street Mall (South)
225,14/06/2016 07:00,2016,June,14,Tuesday,7,2,Bourke Street Mall (South)
580,14/06/2016 08:00,2016,June,14,Tuesday,8,2,Bourke Street Mall (South)
711,14/06/2016 09:00,2016,June,14,Tuesday,9,2,Bourke Street Mall (South)
1197,14/06/2016 10:00,2016,June,14,Tuesday,10,2,Bourke Street Mall (South)
1535,14/06/2016 11:00,2016,June,14,Tuesday,11,2,Bourke Street Mall (South)
2865,14/06/2016 12:00,2016,June,14,Tuesday,12,2,Bourke Street Mall (South)
3093,14/06/2016 13:00,2016,June,14,Tuesday,13,2,Bourke Street Mall (South)
2305,14/06/2016 14:00,2016,June,14,Tuesday,14,2,Bourke Street Mall (South)
2127,14/06/2016 15:00,2016,June,14,Tuesday,15,2,Bourke Street Mall (South)
1973,14/06/2016 16:00,2016,June,14,Tuesday,16,2,Bourke Street Mall (South)
1815,14/06/2016 17:00,2016,June,14,Tuesday,17,2,Bourke Street Mall (South)
1209,14/06/2016 18:00,2016,June,14,Tuesday,18,2,Bourke Street Mall (South)
486,14/06/2016 19:00,2016,June,14,Tuesday,19,2,Bourke Street Mall (South)
280,14/06/2016 20:00,2016,June,14,Tuesday,20,2,Bourke Street Mall (South)
213,14/06/2016 21:00,2016,June,14,Tuesday,21,2,Bourke Street Mall (South)
156,14/06/2016 22:00,2016,June,14,Tuesday,22,2,Bourke Street Mall (South)
46,14/06/2016 23:00,2016,June,14,Tuesday,23,2,Bourke Street Mall (South)
47,15/06/2016 00:00,2016,June,15,Wednesday,0,2,Bourke Street Mall (South)
15,15/06/2016 01:00,2016,June,15,Wednesday,1,2,Bourke Street Mall (South)
9,15/06/2016 02:00,2016,June,15,Wednesday,2,2,Bourke Street Mall (South)
11,15/06/2016 03:00,2016,June,15,Wednesday,3,2,Bourke Street Mall (South)
14,15/06/2016 04:00,2016,June,15,Wednesday,4,2,Bourke Street Mall (South)
40,15/06/2016 05:00,2016,June,15,Wednesday,5,2,Bourke Street Mall (South)
80,15/06/2016 06:00,2016,June,15,Wednesday,6,2,Bourke Street Mall (South)
250,15/06/2016 07:00,2016,June,15,Wednesday,7,2,Bourke Street Mall (South)
555,15/06/2016 08:00,2016,June,15,Wednesday,8,2,Bourke Street Mall (South)
671,15/06/2016 09:00,2016,June,15,Wednesday,9,2,Bourke Street Mall (South)
1100,15/06/2016 10:00,2016,June,15,Wednesday,10,2,Bourke Street Mall (South)
1835,15/06/2016 11:00,2016,June,15,Wednesday,11,2,Bourke Street Mall (South)
2895,15/06/2016 12:00,2016,June,15,Wednesday,12,2,Bourke Street Mall (South)
3249,15/06/2016 13:00,2016,June,15,Wednesday,13,2,Bourke Street Mall (South)
2378,15/06/2016 14:00,2016,June,15,Wednesday,14,2,Bourke Street Mall (South)
2219,15/06/2016 15:00,2016,June,15,Wednesday,15,2,Bourke Street Mall (South)
2121,15/06/2016 16:00,2016,June,15,Wednesday,16,2,Bourke Street Mall (South)
2068,15/06/2016 17:00,2016,June,15,Wednesday,17,2,Bourke Street Mall (South)
1289,15/06/2016 18:00,2016,June,15,Wednesday,18,2,Bourke Street Mall (South)
611,15/06/2016 19:00,2016,June,15,Wednesday,19,2,Bourke Street Mall (South)
342,15/06/2016 20:00,2016,June,15,Wednesday,20,2,Bourke Street Mall (South)
203,15/06/2016 21:00,2016,June,15,Wednesday,21,2,Bourke Street Mall (South)
161,15/06/2016 22:00,2016,June,15,Wednesday,22,2,Bourke Street Mall (South)
